19	5
17	10
4	6
11	1
5	3
18	13
9	14
12	11
10	11
4	7
3	9
7	11
10	19
13	6
14	9
19	9
14	12
2	14
4	19
14	6
17	9
1	14
3	11
20	2
11	3
7	3
4	11
3	4
7	8
17	8
15	8
15	2
18	2
17	15
14	11
1	11
15	16
6	20
5	1
17	19
18	14
17	2
2	9
4	18
2	7
12	16
20	5
10	2
13	20
15	16
3	18
4	5
12	14
17	1
18	3
10	19
10	12
11	9
9	17
1	9
10	7
16	15
1	12
8	4
3	6
15	8
18	2
17	15
1	2
19	3
20	6
6	7
11	8
19	19
7	6
6	13
12	16
16	6
3	12
17	1
8	1
16	9
14	14
11	12
17	9
12	2
17	8
18	8
6	2
7	6
17	12
3	15
14	14
13	15
6	3
17	10
17	11
10	19
15	7
9	15
